node 32:
14	0.000000
15	0.000000
node 25:
0	0.829300
1	0.153804
2	0.014388
3	0.002289
4	0.000218
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 23:
0	0.833224
1	0.150970
2	0.012862
3	0.002071
4	0.000763
5	0.000109
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 24:
0	0.845869
1	0.142250
2	0.011663
3	0.000218
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 16:
0	0.759647
1	0.193918
2	0.033791
3	0.006758
4	0.001853
5	0.001417
6	0.001635
7	0.000545
8	0.000436
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 17:
0	0.766296
1	0.201112
2	0.029322
3	0.003052
4	0.000218
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 19:
0	0.774253
1	0.193373
2	0.027251
3	0.003270
4	0.001308
5	0.000545
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 20:
0	0.767604
1	0.199586
2	0.028668
3	0.003706
4	0.000436
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 18:
0	0.761609
1	0.207434
2	0.027251
3	0.003052
4	0.000654
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 11:
0	0.704600
1	0.236429
2	0.048943
3	0.007848
4	0.001417
5	0.000654
6	0.000109
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 12:
0	0.702093
1	0.241879
2	0.047090
3	0.006431
4	0.001853
5	0.000654
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 14:
0	0.716481
1	0.232832
2	0.041421
3	0.005668
4	0.002616
5	0.000436
6	0.000545
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 15:
0	0.703401
1	0.238827
2	0.041639
3	0.013407
4	0.002071
5	0.000654
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 13:
0	0.691302
1	0.246348
2	0.048943
3	0.010137
4	0.002616
5	0.000545
6	0.000109
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 6:
0	0.650425
1	0.268367
2	0.061587
3	0.016133
4	0.003052
5	0.000327
6	0.000109
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 8:
0	0.641051
1	0.270111
2	0.061151
3	0.017768
4	0.007085
5	0.002616
6	0.000218
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 9:
0	0.656420
1	0.259974
2	0.060061
3	0.016896
4	0.004687
5	0.001744
6	0.000218
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 10:
0	0.660780
1	0.258230
2	0.061478
3	0.015370
4	0.003815
5	0.000327
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 7:
0	0.643231
1	0.267277
2	0.065293
3	0.018749
4	0.004687
5	0.000763
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 1:
0	0.609767
1	0.282320
2	0.078047
3	0.021910
4	0.004687
5	0.001962
6	0.000654
7	0.000436
8	0.000218
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 2:
0	0.601373
1	0.279267
2	0.085786
3	0.023436
4	0.005777
5	0.003161
6	0.001199
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 3:
0	0.601482
1	0.279267
2	0.083061
3	0.028450
4	0.006104
5	0.001417
6	0.000218
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 5:
0	0.601482
1	0.282865
2	0.079355
3	0.022346
4	0.009810
5	0.002943
6	0.000981
7	0.000218
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 4:
0	0.613364
1	0.269893
2	0.084478
3	0.026052
4	0.004033
5	0.001308
6	0.000436
7	0.000436
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
-1	0
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	3
12	3
13	3
14	3
15	3
16	4
17	4
18	4
19	4
20	4
21	5
22	5
23	5
24	5
25	5
26	6
27	6
28	6
29	6
30	6
31	7
32	7
33	7
34	7
35	7
node 31:
0	0.949095
1	0.048834
2	0.002071
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 32:
0	0.951929
1	0.046981
2	0.001090
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 35:
0	0.951384
1	0.047526
2	0.001090
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 33:
0	0.950185
1	0.047417
2	0.002071
3	0.000327
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 34:
0	0.948005
1	0.049488
2	0.002398
3	0.000109
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 26:
0	0.878025
1	0.109767
2	0.009919
3	0.001744
4	0.000545
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 27:
0	0.879551
1	0.109658
2	0.009265
3	0.001417
4	0.000109
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 28:
0	0.879551
1	0.112056
2	0.007848
3	0.000545
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 30:
0	0.883366
1	0.109004
2	0.007412
3	0.000218
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 29:
0	0.891432
1	0.103663
2	0.004905
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 21:
0	0.742751
1	0.191193
2	0.038260
3	0.014825
4	0.008938
5	0.003161
6	0.000218
7	0.000654
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 22:
0	0.744604
1	0.184652
2	0.046872
3	0.017005
4	0.005450
5	0.001417
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 23:
0	0.747220
1	0.195008
2	0.043056
3	0.010246
4	0.003488
5	0.000981
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 25:
0	0.748201
1	0.185088
2	0.042620
3	0.012208
4	0.004469
5	0.002943
6	0.002725
7	0.001526
8	0.000218
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 24:
0	0.756486
1	0.185960
2	0.037606
3	0.011445
4	0.003379
5	0.001526
6	0.002289
7	0.001090
8	0.000218
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 16:
0	0.035208
1	0.041530
2	0.045019
3	0.049597
4	0.046109
5	0.060279
6	0.063549
7	0.073359
8	0.072705
9	0.074668
10	0.069108
11	0.068563
12	0.075213
13	0.070416
14	0.080554
15	0.074123
node 17:
0	0.045782
1	0.059843
2	0.048507
3	0.049270
4	0.034009
5	0.043601
6	0.038260
7	0.034881
8	0.039568
9	0.051123
10	0.057881
11	0.075867
12	0.087094
13	0.114018
14	0.108023
15	0.112274
node 18:
0	0.014279
1	0.033028
2	0.046545
3	0.050142
4	0.056464
5	0.058099
6	0.060170
7	0.072269
8	0.070852
9	0.077175
10	0.077066
11	0.076085
12	0.089601
13	0.064203
14	0.070961
15	0.083061
node 20:
0	0.023000
1	0.025616
2	0.028995
3	0.032592
4	0.040658
5	0.051232
6	0.050578
7	0.064421
8	0.069544
9	0.071942
10	0.080445
11	0.086658
12	0.087530
13	0.091563
14	0.092326
15	0.102899
node 19:
0	0.058753
1	0.061260
2	0.064312
3	0.055919
4	0.061696
5	0.062132
6	0.071070
7	0.072160
8	0.062023
9	0.055483
10	0.052322
11	0.065075
12	0.063440
13	0.064421
14	0.063876
15	0.066056
node 12:
0	0.000000
1	0.000000
2	0.002180
3	0.003161
4	0.007957
5	0.018749
6	0.030739
7	0.038369
8	0.055156
9	0.069326
10	0.082516
11	0.096032
12	0.110530
13	0.129387
14	0.154022
15	0.201875
node 13:
0	0.002398
1	0.006104
2	0.007521
3	0.011118
4	0.010573
5	0.014061
6	0.025943
7	0.038151
8	0.039241
9	0.047744
10	0.054720
11	0.078047
12	0.115980
13	0.149662
14	0.197515
15	0.201221
node 14:
0	0.011227
1	0.015806
2	0.020602
3	0.031284
4	0.037170
5	0.044583
6	0.048289
7	0.046763
8	0.046327
9	0.060497
10	0.057881
11	0.075431
12	0.086331
13	0.124700
14	0.132876
15	0.160235
node 15:
0	0.000872
1	0.001199
2	0.002943
3	0.008393
4	0.013843
5	0.015588
6	0.025725
7	0.032374
8	0.042620
9	0.060824
10	0.093961
11	0.100283
12	0.110966
13	0.131676
14	0.169610
15	0.189121
node 11:
0	0.005123
1	0.008829
2	0.005995
3	0.005559
4	0.008720
5	0.012971
6	0.018531
7	0.032483
8	0.046654
9	0.060388
10	0.074995
11	0.089383
12	0.137563
13	0.140833
14	0.171245
15	0.180728
node 7:
0	0.020275
1	0.018640
2	0.025943
3	0.020602
4	0.024744
5	0.029867
6	0.029104
7	0.049488
8	0.055047
9	0.075758
10	0.087857
11	0.102899
12	0.102354
13	0.093525
14	0.114018
15	0.149880
node 8:
0	0.005450
1	0.009592
2	0.008175
3	0.009047
4	0.015806
5	0.031066
6	0.034554
7	0.043710
8	0.060715
9	0.068781
10	0.079028
11	0.076303
12	0.091781
13	0.116634
14	0.170809
15	0.178548
node 9:
0	0.008066
1	0.012535
2	0.026052
3	0.031066
4	0.034990
5	0.039132
6	0.041639
7	0.038260
8	0.047199
9	0.047199
10	0.075867
11	0.095051
12	0.102681
13	0.104208
14	0.142250
15	0.153804
node 6:
0	0.020384
1	0.030412
2	0.028668
3	0.040004
4	0.028341
5	0.029867
6	0.036625
7	0.035753
8	0.042620
9	0.050469
10	0.065075
11	0.082843
12	0.085786
13	0.119904
14	0.148354
15	0.154894
node 10:
0	0.028559
1	0.030303
2	0.030739
3	0.036625
4	0.025616
5	0.035535
6	0.035644
7	0.035753
8	0.048071
9	0.060824
10	0.083170
11	0.096032
12	0.098539
13	0.101809
14	0.127098
15	0.125681
node 1:
0	0.000000
1	0.000000
2	0.001962
3	0.003052
4	0.006322
5	0.015806
6	0.026270
7	0.038696
8	0.070416
9	0.074014
10	0.085241
11	0.097558
12	0.122520
13	0.147046
14	0.162416
15	0.148681
node 2:
0	0.009265
1	0.012208
2	0.012644
3	0.014825
4	0.019839
5	0.028232
6	0.032156
7	0.046872
8	0.047635
9	0.050469
10	0.068236
11	0.079464
12	0.098975
13	0.124155
14	0.172444
15	0.182581
node 4:
0	0.011554
1	0.018967
2	0.020057
3	0.017986
4	0.017550
5	0.014934
6	0.018422
7	0.026161
8	0.042620
9	0.049379
10	0.071179
11	0.086440
12	0.110857
13	0.155439
14	0.164705
15	0.173752
node 5:
0	0.014497
1	0.021910
2	0.020275
3	0.021038
4	0.028995
5	0.037715
6	0.043165
7	0.037388
8	0.047744
9	0.052867
10	0.057663
11	0.075976
12	0.105952
13	0.125245
14	0.142904
15	0.166667
node 3:
0	0.008720
1	0.010246
2	0.017768
3	0.016787
4	0.022455
5	0.027469
6	0.023109
7	0.041203
8	0.061260
9	0.072160
10	0.079464
11	0.085786
12	0.108350
13	0.119686
14	0.139416
15	0.166122
-1	0
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	3
12	3
13	3
14	3
15	3
16	4
17	4
18	4
19	4
20	4
21	5
22	5
23	5
24	5
25	5
26	6
27	6
28	6
29	6
30	6
31	7
32	7
33	7
34	7
35	7
node 32:
0	0.946697
1	0.051123
2	0.002180
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 35:
0	0.948005
1	0.049488
2	0.002398
3	0.000109
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 31:
0	0.952365
1	0.046763
2	0.000872
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 33:
0	0.950076
1	0.047526
2	0.002289
3	0.000109
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 34:
0	0.951929
1	0.046000
2	0.002071
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 27:
0	0.888053
1	0.104099
2	0.006867
3	0.000872
4	0.000109
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 28:
0	0.879878
1	0.108459
2	0.009701
3	0.001417
4	0.000545
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 29:
0	0.883257
1	0.105734
2	0.010573
3	0.000436
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 26:
0	0.883039
1	0.108350
2	0.008393
3	0.000218
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 30:
0	0.879006
1	0.110530
2	0.008720
3	0.001526
4	0.000218
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 22:
0	0.682363
1	0.195662
2	0.068890
3	0.024526
4	0.015915
5	0.005450
6	0.003597
7	0.001962
8	0.001308
9	0.000327
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 23:
0	0.679856
1	0.204818
2	0.066928
3	0.029104
4	0.007194
5	0.003706
6	0.002071
7	0.001744
8	0.001635
9	0.000436
10	0.002507
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 24:
0	0.679747
1	0.184325
2	0.047635
3	0.022128
4	0.009483
5	0.012971
6	0.012644
7	0.007412
8	0.011009
9	0.005232
10	0.003815
11	0.002725
12	0.000872
13	0.000000
14	0.000000
15	0.000000
node 25:
0	0.675932
1	0.200240
2	0.053194
3	0.017877
4	0.010573
5	0.008066
6	0.008938
7	0.006104
8	0.004360
9	0.002398
10	0.001526
11	0.002616
12	0.001526
13	0.002071
14	0.003270
15	0.001308
node 21:
0	0.700785
1	0.192828
2	0.055919
3	0.025507
4	0.016787
5	0.005559
6	0.002616
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 17:
0	0.005559
1	0.006976
2	0.011772
3	0.015806
4	0.024417
5	0.035099
6	0.047635
7	0.069980
8	0.058426
9	0.059189
10	0.055156
11	0.073687
12	0.072487
13	0.106061
14	0.155439
15	0.202311
node 18:
0	0.011336
1	0.014606
2	0.018095
3	0.017550
4	0.018313
5	0.030848
6	0.037497
7	0.053630
8	0.050687
9	0.059843
10	0.062786
11	0.070416
12	0.084587
13	0.114345
14	0.158600
15	0.196861
node 19:
0	0.009701
1	0.017114
2	0.011445
3	0.017768
4	0.018531
5	0.027360
6	0.034554
7	0.051123
8	0.076739
9	0.091127
10	0.084478
11	0.080772
12	0.085241
13	0.103772
14	0.132221
15	0.158055
node 20:
0	0.005559
1	0.006758
2	0.014170
3	0.021583
4	0.020711
5	0.031175
6	0.039023
7	0.035753
8	0.041421
9	0.056355
10	0.065511
11	0.065729
12	0.089056
13	0.118160
14	0.169501
15	0.219533
node 16:
0	0.005341
1	0.007957
2	0.007739
3	0.011336
4	0.015697
5	0.020493
6	0.026924
7	0.029104
8	0.049379
9	0.067473
10	0.074014
11	0.096141
12	0.118705
13	0.116198
14	0.165032
15	0.188467
node 11:
0	0.000436
1	0.005123
2	0.007194
3	0.004360
4	0.004360
5	0.007194
6	0.010682
7	0.025507
8	0.039350
9	0.062132
10	0.071942
11	0.081426
12	0.110312
13	0.146501
14	0.190429
15	0.233050
node 12:
0	0.003924
1	0.005559
2	0.008611
3	0.009265
4	0.008829
5	0.012099
6	0.020057
7	0.018204
8	0.031284
9	0.048180
10	0.065075
11	0.086440
12	0.115544
13	0.141160
14	0.191956
15	0.233813
node 13:
0	0.007194
1	0.014934
2	0.020602
3	0.022782
4	0.015043
5	0.014279
6	0.018095
7	0.022346
8	0.030739
9	0.046872
10	0.061587
11	0.070634
12	0.090364
13	0.131567
14	0.189012
15	0.243950
node 14:
0	0.007412
1	0.008611
2	0.006213
3	0.009483
4	0.012208
5	0.018858
6	0.026488
7	0.026488
8	0.034663
9	0.049270
10	0.060715
11	0.064421
12	0.090364
13	0.115653
14	0.191738
15	0.277414
node 15:
0	0.000000
1	0.000000
2	0.000000
3	0.001199
4	0.003924
5	0.005014
6	0.010355
7	0.021692
8	0.029431
9	0.047199
10	0.050796
11	0.092871
12	0.120885
13	0.146828
14	0.195553
15	0.274253
node 6:
0	0.003379
1	0.004142
2	0.008393
3	0.006976
4	0.017550
5	0.023218
6	0.033137
7	0.039132
8	0.050796
9	0.052649
10	0.053957
11	0.061696
12	0.090691
13	0.132985
14	0.174842
15	0.246457
node 7:
0	0.002289
1	0.003270
2	0.004796
3	0.006758
4	0.007848
5	0.013952
6	0.025398
7	0.028886
8	0.038260
9	0.053085
10	0.064748
11	0.084042
12	0.128624
13	0.141596
14	0.174951
15	0.221496
node 10:
0	0.009919
1	0.007412
2	0.007848
3	0.010791
4	0.004251
5	0.010464
6	0.013189
7	0.022346
8	0.031066
9	0.042184
10	0.051232
11	0.073141
12	0.125790
13	0.153804
14	0.195117
15	0.241443
node 9:
0	0.000000
1	0.000000
2	0.000763
3	0.003597
4	0.004469
5	0.007521
6	0.016242
7	0.028123
8	0.043601
9	0.046545
10	0.068999
11	0.084805
12	0.102136
13	0.160889
14	0.181055
15	0.251254
node 8:
0	0.001526
1	0.005995
2	0.011118
3	0.017005
4	0.012317
5	0.023109
6	0.021256
7	0.026052
8	0.040440
9	0.059516
10	0.067691
11	0.076630
12	0.107914
13	0.133530
14	0.173534
15	0.222368
node 1:
0	0.001199
1	0.005777
2	0.001417
3	0.001635
4	0.004360
5	0.007957
6	0.011772
7	0.018749
8	0.029322
9	0.040985
10	0.051995
11	0.080009
12	0.116198
13	0.150861
14	0.208742
15	0.269021
node 3:
0	0.001853
1	0.001744
2	0.004469
3	0.002725
4	0.005995
5	0.008284
6	0.012317
7	0.023327
8	0.034990
9	0.042947
10	0.054175
11	0.076194
12	0.115980
13	0.150752
14	0.215609
15	0.248637
node 4:
0	0.000000
1	0.000000
2	0.000872
3	0.004360
4	0.007957
5	0.013734
6	0.015697
7	0.028886
8	0.047962
9	0.059080
10	0.066492
11	0.085786
12	0.097994
13	0.135056
14	0.181600
15	0.254524
node 5:
0	0.002071
1	0.003597
2	0.007085
3	0.011445
4	0.022891
5	0.025616
6	0.027905
7	0.045782
8	0.059625
9	0.049706
10	0.055592
11	0.081317
12	0.100719
13	0.132440
14	0.164269
15	0.209941
node 2:
0	0.000000
1	0.000545
2	0.001417
3	0.000763
4	0.004578
5	0.008284
6	0.016569
7	0.032156
8	0.037061
9	0.044474
10	0.055047
11	0.080227
12	0.112928
13	0.152387
14	0.197079
15	0.256486
-1	0
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	3
12	3
13	3
14	3
15	3
16	4
17	4
18	4
19	4
20	4
21	5
22	5
23	5
24	5
25	5
26	6
27	6
28	6
29	6
30	6
31	7
32	7
33	7
34	7
35	7
node 5:
0	0.952038
1	0.046872
2	0.001090
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 1:
0	0.953455
1	0.046000
2	0.000545
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 4:
0	0.947896
1	0.049706
2	0.002180
3	0.000218
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 3:
0	0.952147
1	0.046545
2	0.001308
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 2:
0	0.949313
1	0.049924
2	0.000763
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
-1	0
1	1
2	1
3	1
4	1
5	1
node 7:
0	0.934331
1	0.063579
2	0.002090
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 6:
0	0.871081
1	0.122539
2	0.006380
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 5:
0	0.804642
1	0.183368
2	0.011440
3	0.000550
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 4:
0	0.740733
1	0.239028
2	0.018920
3	0.001320
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 3:
0	0.675833
1	0.297547
2	0.024530
3	0.002090
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
node 2:
0	0.610384
1	0.345617
2	0.040590
3	0.002750
4	0.000440
5	0.000220
6	0.000000
7	0.000000
8	0.000000
9	0.000000
